1,object_detection/test_image/2952-4.jpg
1,object_detection/test_image/63-1.jpg
1,object_detection/test_image/104-2.jpg
1,object_detection/test_image/1020-1.jpg
1,object_detection/test_image/2152-1.jpg
1,object_detection/test_image/111-2.jpg
1,object_detection/test_image/2268-0.jpg
1,object_detection/test_image/436-0.jpg
1,object_detection/test_image/2600-1.jpg
1,object_detection/test_image/18-1.jpg
1,object_detection/test_image/2304-1.jpg
1,object_detection/test_image/1324-1.jpg
1,object_detection/test_image/2504-3.jpg
1,object_detection/test_image/2484-2.jpg
1,object_detection/test_image/676-0.jpg
1,object_detection/test_image/2976-1.jpg
1,object_detection/test_image/1520-0.jpg
1,object_detection/test_image/1696-1.jpg
1,object_detection/test_image/2928-0.jpg
1,object_detection/test_image/260-1.jpg
1,object_detection/test_image/2444-0.jpg
1,object_detection/test_image/1908-1.jpg
1,object_detection/test_image/2676-1.jpg
1,object_detection/test_image/384-0.jpg
1,object_detection/test_image/1252-1.jpg
1,object_detection/test_image/93-1.jpg
1,object_detection/test_image/2932-4.jpg
1,object_detection/test_image/688-1.jpg
1,object_detection/test_image/1880-2.jpg
1,object_detection/test_image/1508-0.jpg
1,object_detection/test_image/2828-0.jpg
1,object_detection/test_image/2916-2.jpg
1,object_detection/test_image/1632-0.jpg
1,object_detection/test_image/2316-1.jpg
1,object_detection/test_image/556-1.jpg
1,object_detection/test_image/2972-1.jpg
1,object_detection/test_image/1240-0.jpg
1,object_detection/test_image/572-2.jpg
1,object_detection/test_image/2284-0.jpg
1,object_detection/test_image/2952-3.jpg
1,object_detection/test_image/1072-0.jpg
1,object_detection/test_image/892-0.jpg
1,object_detection/test_image/2700-0.jpg
1,object_detection/test_image/2232-0.jpg
1,object_detection/test_image/1936-1.jpg
1,object_detection/test_image/1720-0.jpg
1,object_detection/test_image/1468-0.jpg
1,object_detection/test_image/2900-0.jpg
1,object_detection/test_image/2536-0.jpg
1,object_detection/test_image/204-2.jpg
1,object_detection/test_image/87-2.jpg
1,object_detection/test_image/2664-2.jpg
1,object_detection/test_image/228-0.jpg
1,object_detection/test_image/1232-1.jpg
